


Bad Boss
“I would say that, but I think Elevator Babe might’ve ruined my taste in men forever. The bar’s been set way too high now.”
“He was really that good-looking?” Lia whispered giddily.
I groaned into my hands. “He was literally the best-looking person I’ve ever laid eyes on in my life. In fact, I’m pretty sure he’s the best-looking person anyone has ever laid eyes on in their life. In history and this entire world.”
“Excuse me. I may be biased, but I think the best-looking person in the world is my boyfriend, Lukas, but before you roll your eyes at me,” Lia said hastily as I rolled my eyes at her, “I do know of someone in Lukas’s social circle who you’d find attractive. In fact, I’ve told you about him before, but you were never interested in listening and he’s also kind of a huge dick, so I figured it might be for the best,” Lia laughed to herself. “But anyway, if it’s not a dating thing and all you’re looking for is a really hot guy to finish the job that Elevator Babe started then Julian,” she paused for effect after saying his name, “could be the one.”
“Right. I think you’ve mentioned him before.”
“I definitely have. Would you be interested in meeting him?”
“I guess.”
Lia rolled her eyes at my indifference. “Oh my God, look, I know he might not end up as hot as your mysterious Elevator God, but I promise he’s ten billion worlds better than Tinder Josh. In fact, I can say, despite being absurdly in love with Lukas, that Julian is objectively gorgeous. Like, really, really, almost annoyingly handsome – and mega rich, if you’re into that. But anyway, I’m gonna Google him and prove it to you right now so I can go ahead and say I told you so.”
“Lia.” I gently set her phone back down on the table. “It’s fine, girl, I trust you. Tell you what, the next time you text me that you're all hanging out, I’ll actually join. I’ve always wanted to, but I actually have the time now. In fact, I have way too much time now,” I muttered, plopping my pointy chin into my hand and glaring with frustration out the window.
“Ah, ah. No wallowing, Sara. I forbid it,” Lia said firmly. Taking my hand, she gave it an encouraging squeeze. “Hey, look at me. Do you wanna do something fun tonight? You wanna see if there’s a good chick flick at Alamo Drafthouse? We can get drunk off margaritas and laugh at how people never say ‘bye’ on the phone in movies.”
“That’s an idea.”
“Or.” Lia held up a finger while texting with the other hand on her phone. “We could drink unlimited Veuve Cliquot for free at some billionaire fundraiser on the West Side.”
I had to take a second to process.
“Those are two very different options.”
“I know. But Lukas is at the fundraiser right now, and he says it’s not black tie, so we can totally go. Also…” She trailed off to text some more, silent for several extremely focused and fast-typing seconds. Out of nowhere, she gasped and pumped her fist. “Yes! Julian’s there. We’re going!”
“Oh God,” I groaned teasingly as I let her drag me up off my chair.
“Don’t ‘oh God’ me, you’ll be thanking me soon,” Lia snapped, slapping a few bills on the table before marching me out the door. “You and Julian, girl. It’s happening. I mean he’s kind of the worst, but he’s probably at least decent in bed.”
“Nice. You sold him,” I snorted as we got on the sidewalk and hailed a cab.
* * *
It wasn’t a black tie affair but I still felt underdressed, mostly because everyone around me just exuded wealth. Gliding elegantly past me in every direction were people in Cartier, Prada, Chanel – people boasting the kind of sparkle and polish I couldn’t mimic with my head-to-toe H&M. And if the wardrobe discrepancy didn’t tell me that I was among the one percent, the silver Maserati sitting in the back of the room most certainly did.
“But why?” I squinted at Lia.
“Silent auction?” Lia shrugged. Sipping her champagne, she leaned back on the bar and scanned the room. “There’s Lukas talking to some people,” she murmured. Her voice was casual but when I peeked over at her, she was wearing the dopiest grin from just looking at her boyfriend. I suppressed my giggle. “I don’t see Julian anywhere near him though. I wonder where that jerk is.”
“Again, you’re really selling him.”
“Oh, hush. I could sing nothing but praise and you still wouldn’t care. You’re just so… hung up on this elevator guy.”
Ugh. It was true.
I’d gone ahead and gotten myself completely infatuated with a man I’d spent a grand total of fifteen minutes with. I was supposed to forget that night once it was done, but in my defense, it was never actually finished. I was at the peak of my arousal, more turned on than I’d ever been in my life when some asshole barreled into the room, ruined our night and left my libido hanging indefinitely, it seemed.
The worst part was that I couldn’t feed even my smallest craving for him. Without his name, I couldn’t even Google him and obsess over a single picture of him on Facebook or LinkedIn. I had no name, no leads and sadly, no interest in any other guy thus far. Looking around the room, there were plenty of attractive, impeccably well-dressed and presumably very wealthy men, but not a single one was doing a thing for me. It was bleak.
